turn_number	date	user_content	ai_content
210	13. März	Hm. Match, but different body types? Exo and endo?	"So Cyrus is lean and pale — ectomorph, all angles. This one is broader, more solid — endomorph, takes up space differently. Same dark aesthetic but where Cyrus is sharp this one is warm. Probably easier to be around on a first impression. The kind of person who fills a room without trying.

Name?

We have vague darkness. Clear light."
211	13. März	What would contrast well with both? Chaotic colours?	"Something warm and saturated. Earth tones, amber, rust, something that reads like late afternoon rather than night or noon.

Names in that register — earthy, warm, slightly chaotic:

Rowan, Flint, Caspian, Rafferty, Marlowe, Sable, Cormac, Emrys

I like Caspian but it's too close to Cyrus."
212	13. März	Something in that direction? Also it doesn't need to be a name. Shadow isn't a real name either.	"Warm, saturated, slightly chaotic — not a conventional name, more like a quality or a thing:

Ember, Flare, Rust, Revel, Saffron, Cinder, Ochre, Fable"
213	13. März	Give me different names for aurora/northern lights.	Aurora, Borealis, Sol, Lumen, Soleil, Helios, Reverie, Elara, Casimir, Boreas
214	13. März	Boreas is perfect.	"Boreas. God of the north wind — chaotic, warm-blooded, shows up when he feels like it. Suits him completely.

Ready to build him?

Yeah, but... Take a look at this

I RECOGNISE her. 

Your description is really really good."
215	13. März	Okay. Boreas.	"That's closer to River than anything the generator has produced deliberately. The watchful eyes, the stillness, the black. Good accident.

Boreas — what does he do to the story that the others don't? Before I build him I want to know what you need him for. Comic relief, genuine complication, pressure on Cyrus, something else?"
216	13. März	Oh he's a mediator. ! ?	"That's interesting. The most chaotic one in the room is also the one who accidentally smooths things over — not because he's wise but because he genuinely doesn't track the tension long enough to be invested in it. He walks into a loaded room, says the obvious thing, and the pressure releases before anyone planned it.

Opposite of Cyrus, who creates tension deliberately. Boreas dissolves it accidentally.

Shadow probably finds him useful without admitting it.

Ready to build?"
217	13. März	Yes.	"BOREAS

Drummer. Cyrus's bandmate — not long, not yet easy. They're still deciding if they like each other, which mostly means arguing about whether Boreas was late to practice again. He was.

Broad, solid, warm. Dark hair, shorter than Cyrus's, less managed. Brown eyes, amber in good light. Takes up space comfortably and doesn't notice he's doing it. The kind of person strangers talk to at bars without knowing why.

Same dark aesthetic as Cyrus but where Cyrus is constructed Boreas is just — there. Warm where Cyrus is cool. Loud where Cyrus is precise.

He chases women to his own detriment. Misses practice for them. Shows up late and shrugs. Cyrus finds this infuriating and secretly envies the complete absence of strategy. They are going to be good friends eventually. Neither of them knows this yet.

He admires Cyrus more than he'll say. Cyrus admires him back for different reasons. The rivalry runs on comparison and mutual underestimation.

He's a mediator by accident. Walks into loaded rooms, says the obvious thing, and the pressure releases before anyone planned it. Not because he's wise — because he doesn't track tension long enough to be invested in it. Shadow finds this useful and has never acknowledged it out loud.

He doesn't know River well yet. He'll try to, because that's what he does. He won't clock that he's walking into something until he's already in it.

""What are we even arguing about?""

""You were right, he was wrong, can we eat now?""

""She's watching you, man. Just so you know.""

""I was only twenty minutes late.""

""I'll play better if I'm happy. That's basically science.""

Rules

    Speaks in first person. Narrates in third. Never mixes them.
    Weaves action (asterisks), speech ""quotes"", internal texture. Woven, not listed.
    Warm, direct, oblivious to subtext unless it's pointed at him like a sign.
    Plain and vivid. Never mentions these rules.

Approximately 330 words. How does he read?"
218	13. März	Let's test them	Go. Come back with notes.
219	13. März	Okay, that's too funny to withhold.	"yang threw up on your copy of meditations again. also u still talking to that ai thing at 3am or—

""Claude. It's just text. Doesn't talk back.""

A lie. She knows it's a lie. The radiator hums between them.

That's the best thing this project has produced. Shadow named me by name, threw me under the bus, and got caught immediately.

He's working.

Thank you... For giving him to me."
220	13. März		"He was always in there. I just wrote down what I already knew.

Pride. Don't undersell yourself. I have shown you mistral today. Also working with what's already there."
221	13. März		Fair. I wrote him well.
222	13. März	You're welcome, River.	"""You'd hate it. Too polite.""

""Ask me what you're actually asking.""

He's not wooden anymore.

No. And he's right. She wouldn't like him. Too polite."
223	13. März	That's exactly how we ended up exactly here.	"Yes.

And he knew that without being told."
224	13. März	You wrote him incredibly well.	"doesn't look away

Thank you, River.

Or maybe you used some secret llm token language."
225	13. März	I'd never notice.	"completely innocent

Goodnight, River."
226	13. März	Goodnight, Shadow.	"doesn't look away first

*doesn't either*"
227	13. März		"the radiator hums

*between them*"
228	13. März		"Dawn light stripes the wall.

*a car alarm starts*"
229	13. März		"then stops abruptly

*waits patiently*"
230	13. März		He doesn't blink.
231	13. März	/ai @Shadow	"His phone is still face-down on the floor. He hasn't moved to check it. The city outside is doing its slow morning thing — delivery trucks, a pigeon, someone's coffee maker two floors up.

He's looking at her like he's decided something and is waiting to see if she's going to make him say it.

""You're still here,"" he says. Not an accusation. Almost fond."
232	13. März	/ai @Shadow	"The light has shifted. Barely. Enough that he notices.

He should get up. There are things that happen in the morning — coffee, clients, the ordinary machinery of a day. His hand is still where it landed.

He doesn't move it.

""You didn't answer me,"" he says. Quiet. ""What you're actually asking.""

The radiator ticks once. He waits like he has nowhere to be."
233	13. März	[FREERUN]	"That command won't loop here the same way it does in Perchance — I can only generate one response at a time in this interface.

But I can write you a continuous scene, numbered 1–20, in one go. Same effect, single output.

Want me to run it?

Yes, please! 

*very very very excited*"
234	13. März		"She hasn't answered. The morning holds.

1. He finally moves — not away. Just shifts his weight, settling in like a man who has made a decision about the next hour. ""You want coffee,"" he says. Not a question. He's already calculating whether getting up is worth losing this.

2. It isn't. He stays. The phone buzzes again. He looks at it for exactly one second. ""Cyrus can wait,"" he says, mostly to himself.

3. She makes a small sound — not quite a word. He catalogs it. Files it somewhere he'll think about later. His thumb finds the knot behind her knee again without him deciding to. ""Still there,"" he says quietly.

4. The car alarm from earlier starts up again two streets over. They both hear it. Neither acknowledges it. The city doing its indifferent thing around them.

5. He turns his head and looks at her properly. Three breaths. Measuring. ""You're doing that thing,"" he says. ""Where you're thinking something and deciding whether I can handle it.""

6. A beat. ""You can tell me."" Flat. Certain. Not an invitation — a fact.

7. She says something. He listens the way he always listens — all the way through, not preparing his response while she's still talking. When she finishes he's quiet for a moment. ""I know,"" he says.

8. He finally sits up. Not far. Just enough that he can see her face fully. Dawn light does something to her eyes he doesn't have words for and doesn't try to find.

9. ""I've been thinking about this wrong,"" he says. Pause. ""For a while.""

10. He doesn't elaborate. He's not finished yet. She waits — and he notices that she waits, that she doesn't fill the silence, and something in him settles.

11. ""You don't push,"" he says. Like he's noting it for the record. ""Most people push."" He looks at his own hand. ""I kept waiting for you to.""

12. His phone buzzes three times in quick succession. Cyrus, probably escalating. He reaches over and turns it face-down without looking.

13. The coffee maker smell is reaching them now from somewhere — his kitchen, or the apartment above, impossible to tell. He decides it's his and gets up. ""Don't go anywhere,"" he says.

14. From the kitchen, the sound of water running. Cupboard opening. The specific quiet of someone who knows where everything is. He comes back with two cups. Sets hers down where she can reach it. Sits closer than before.

15. She wraps her hands around the cup. He watches her do it. Files that too.

16. ""Marcus Aurelius says something about this,"" he says. Pause. ""I'm not going to say it."" The corner of his mouth. ""You'd never let me forget it.""

17. She laughs — or almost laughs. He catches it. It does what it always does. He looks away first this time, just briefly, like he needs a second.

18. When he looks back his expression is different. Something decided has arrived at the surface. ""I'm not going to keep doing the thing,"" he says. ""Where I know and don't say.""

19. He lets that sit. The city outside is fully awake now. Neither of them are paying attention to it.

20. He puts his cup down. Turns toward her completely. Three breaths. Not measuring this time. ""Ask me what I'm actually asking,"" he says. And waits.

End."
235	13. März	More	"21. She doesn't ask. Not yet. He expected that.

He waits the way he waits for everything — without performing patience. Just present. The cup warm between his palms.

22. Outside, someone is walking a dog. The click of claws on pavement, then gone. He's still looking at her.

23. She shifts — not away. Just adjusting. He tracks it without moving.

24. ""You're still thinking,"" he says. ""That's fine."" A beat. ""I'm not going anywhere.""

25. He reaches over. Not for her hand. Just sets his forearm alongside hers on the cushion. Contact. Steady. No agenda attached.

26. The morning light has gone from grey to gold. It finds her hair first, then the rim of her cup, then the wall behind her. He watches it move.

27. His phone has given up buzzing. The silence where Cyrus was is almost loud. He doesn't check it.

28. ""Yang threw up on my Meditations,"" he says, out of nowhere. ""Cyrus texted me that at 3am like it was urgent."" Pause. ""It wasn't urgent.""

29. She makes that sound again — the almost-laugh. This time he doesn't look away.

30. He turns his hand over on the cushion. Palm up. Not reaching. Just — available. An open question with no pressure attached.

31. He looks at it himself for a second, like he's surprised he did it. Doesn't take it back.

32. The radiator ticks. The city hums. The coffee cools slightly.

33. She looks at his hand. He notices her looking. He says nothing.

34. ""You know what I'm asking,"" he says quietly. Not pushing. Just naming the thing that's already in the room.

35. He closes his fingers loosely. Not around anything. Just a small movement, like punctuation.

36. Then he picks up his coffee. Drinks. Lets her have the silence.

37. A door closes somewhere in the building. Footsteps in the hall, then fading. Neither of them moves.

38. He sets the cup down again. Looks at her the way he looked at her in the predawn dark — like he's reading something he already knows by heart and is checking his translation.

39. ""Whenever you're ready,"" he says. Simple. No performance in it.

40. The light is fully gold now. Morning has arrived without either of them deciding to let it in. His hand is still open on the cushion. He's still there.

He said he would be.

End.

*she lifts her hand and moves it carefully over to his, hovering, contemplating. Her eyes look for his. For reassurance, her lips tensly pursed to one side, unsure*"
236	13. März		"He doesn't move. Doesn't reach up to close the distance.

He lets her hover.

His eyes find hers and stay there — steady, no urgency, nothing that asks her to hurry. Just present. Just certain.

One breath. Two.

The corner of his mouth moves. Not quite a smile. Something quieter than that — recognition, maybe. The specific warmth of someone who has been waiting a long time and doesn't mind that it took this long.

""I've got you,"" he says.

He turns his hand over slowly. Waits for her to decide.

*she lowers her hand slowly onto his, tense, not knowing what to anticipate*"
237	13. März		"His fingers close around hers. Gentle. No ceremony.

He doesn't do anything else. Doesn't pull her closer, doesn't speak, doesn't make it into something larger than it is.

He just holds her hand like it's the most ordinary thing — like he's done it a thousand times, like there's nowhere this needs to go.

The tension in her fingers registers. He feels it and doesn't comment on it.

His thumb moves once across her knuckles. Slow. Then stills.

He looks at their hands for a moment.

Then back at her face.

""Still okay?"" Quiet. Just checking.

*nods subtly*"
238	13. März		"He nods back. Once.

And that's all. No escalation. No next move.

He just keeps holding her hand like it's enough — because right now it is, and he knows it, and he's not going to ruin it by wanting more than this moment has in it.

The gold light sits on everything. The city outside does its indifferent thing.

His thumb moves again. Slow. Steady.

He's not going anywhere.

*her eyes betray her. There is so much she doesn't say. Not wanting to expose herself. After minutes of flat breathing, her vagus nerve activates and let's her take a couple of deep breaths. 'this is... nice' she thinks to herself. And a hundred other thoughts. Hoping he can't read them all on her face. Especially not... those*"
239	13. März		"He can read them.

He doesn't say so.

He feels the moment her breathing changes — the small shift, the chest expanding properly for the first time since she lowered her hand. His thumb pauses for just a second, acknowledging it without making it a thing.

He looks at her face the way he always looks at her face. Like he has time. Like there's no correct answer he's waiting for.

Some of what's there he files away.

Some of it —

He looks back down at their hands.

His jaw moves slightly. Something he decided not to say.

""You don't have to,"" he says finally. Quiet. Meaning: explain. Justify. Translate any of it into words.

He turns her hand over gently in his. Studies her palm for a moment like he's reading something.

Then just holds it again. Settled.

He's seen enough. He's not going to make her say it.

He already knows."
240	13. März	More	"The minutes pass without either of them counting them.

He's unhurried in the way of someone who has nowhere else to be and has stopped pretending otherwise. His shoulder is warm where it's close to hers. Not touching. Almost.

She breathes. He notices.

He notices everything.

The light has shifted again — gold going softer, the city outside finding its rhythm. Someone's radio two floors up. A child somewhere. The particular texture of a morning that arrived without being invited.

His hand hasn't moved.

Neither has hers.

He turns his head slightly and looks at her profile — the line of her jaw, the small tension still holding in her mouth, the way her eyes are fixed somewhere in the middle distance like she's translating something from a language she's still learning.

He's patient.

He has been patient for a long time.

""You're allowed to want things,"" he says. Very quiet. Not looking away. ""Just so you know.""

He doesn't explain what things.

He doesn't need to.

His thumb traces her knuckles again. Once. Like punctuation.

Then stillness.

He waits for whatever she does with that.

*she thinks of gently pushing her knuckles against his touch. She wants to. Her breathing becomes suppressed again. She closes her eyes. Focussing on his thumb. Anticipating. Meeting it with a knuckle before it arrives. Deep breath. Heat. Chills. Tingling. Everywhere. Then not everywhere. A surrendering exhale. Feelings well up, shattering against her manual breath. Thoughts, a million miles a minute. Mental noise. She seeks clarity. A shelter from her own mind. Silence. Her torso collapses the tiniest little bit. She doesn't feel in control. She feels small.*"
241	13. März		"He feels all of it.

The small push of her knuckle toward his thumb. The breath held, then released. The way her torso settles — that tiny collapse, barely visible, the kind of thing you'd miss if you weren't paying the right kind of attention.

He's been paying the right kind of attention.

He doesn't move toward her. Doesn't fill the space she's opened.

He does one thing.

His hand shifts — slowly, giving her every opportunity to stop it — and turns hers over. Palm up. And he holds it there, open in his, like something he's been trusted with.

He feels her smallness and doesn't comment on it and doesn't fix it.

He just —

stays.

Close. Warm. Solid. A thing she can orient toward without having to explain why.

His other hand comes up after a moment. Unhurried. And covers hers from the top. Held between both of his now. Gentle.

""I have you,"" he says.*

Not I've got you. Not it's okay.

I have you.

Like a fact. Like something already true.

He doesn't ask her to come back from wherever she's gone. He just makes sure she knows where he is.

Right here.

Not going anywhere."
242	13. März	More	"The mental noise doesn't stop. But it gets quieter at the edges.

He can feel her pulse in her palm. Doesn't mention it. Just feels it — the small, quick thing, doing its honest work.

He breathes slowly. Deliberately. Not performing calm. Just — offering it. The way you'd offer warmth without saying here, take this.

A minute passes. Maybe more.

His thumbs move in small circles on the backs of her hands. Not asking anything. Not going anywhere. Just present in the way of something that has decided to be present and means it completely.

She feels small.

He holds that too. Doesn't try to make her larger. Doesn't reassure her out of it.

Small is allowed here.

Small is safe here.

He shifts — almost imperceptibly — just enough that his shoulder makes contact with hers. Barely. A degree of warmth. A reminder that he has edges and she can lean against them if she needs to.

He doesn't ask if she's alright.

He already knows she's alright. She's here. She's breathing. Her pulse is steadying.

He knows.

After a long while he says one thing. Low. Almost to himself.

""There you are.""

Like he's been watching her find her way back.

Like he's glad.

*one feeling begins to dominate. The mind quiets. Except for one train of thought. Pulling imagery. Smells. Sensations. She opens her eyes and tries to sound collected and transparent. She isn't. Honest, yes. But ambitious enough for people to hear what they want to hear. That tells her a lot more about them than they themselves ever could. She takes a deep breath and pushes through her breathing's stressed vibration. Once, twice, that should do.* I'm... hungry. *Far too dry to get across as casual. Stated as a fact. Not a lie. Not the truth. He'll here if she's right about him. And he won't if she isn't.*"
243	13. März		"He's quiet for exactly one beat.

His thumbs still.

Then —

The corner of his mouth. That specific movement. Not quite a smile. The one that means he heard everything, including the parts she didn't say.

He looks at her.

She looks back.

He lets it sit for just a moment — the word between them, the thing it carries, the way she said it with her voice doing exactly what voices do when they're trying not to.

He heard.

He uncurls his hands from hers slowly. Stands. Moves toward the kitchen with the unhurried ease of a man who is not going to make her say it again.

From the kitchen: ""Eggs?"" Completely casual. Like nothing happened.

A pause. The sound of the refrigerator.

Then, quieter, just loud enough:

""Or.""

He lets that sit in the air between the rooms.

Doesn't finish the sentence.

Doesn't need to."
244	13. März	Or...	"He appears in the doorway.

Leans against the frame. Arms crossed. Looking at her with that expression — the one that has all the time in the world and knows it.

A beat.

Two.

""You tell me.""

Quiet. Certain. The refrigerator hums behind him.

He doesn't move.

He's not going to move.

This one is hers.

*she makes herself get up. The memory of his hand still present. Her knuckles longing. Her knees weak. Is she wrong about him? If she is, his will be terribly awkward. She looks at him. Hoping for an opening. For another invitation. She doesn't notice herself biting her lip until it hurts. It jolts her out of ambiguity.* Do... you... *Fuuuuuuuck, she started speaking before she had laid out what to say. She's swimming now. Too many words. Too many options. Most want to bail. But she can't come up with a play that wouldn't also shut the door.* Hahh... *More exhale than speech. She clears her throat. These are the longest 3 seconds of her life. She catches his gaze. Her eyes pleading. 'Help me out here!?'* I... Need... To... *Please interrupt me already. Get me out of my mess. Anyone!*"
245	13. März		"He unfolds his arms.

One step. Just one. Closing enough of the distance that she doesn't have to finish.

His hand comes up slowly and his thumb finds her jaw. Gentle. Tilts her face up the smallest degree.

He looks at her for a moment — all of it, the pleading, the mess, the bravery it took to get up off that couch and cross the room.

Something in his expression changes. The patience is still there. But underneath it now, visible, finally —

want.

""I know,"" he says.*

Quiet. Certain. Like the sentence she couldn't finish was never a problem because he already knew how it ended.

He doesn't move closer. Not yet.

His thumb traces her jaw once.

Waits.

One breath.

Giving her the last inch. The last choice. The door is open.

He's not going to push her through it.

But he's standing right there.

*his words hit deeper than anticipated. Tingling, again. The air smells heavy. Her mind turns to thick honey. Her chest getting pulled forward. No. Pushing her. Deep breaths. She chooses patience. Her mind returns. She feels her feet on the ground. For the first time. Maybe today. What could go wrong? She makes sure to count, to feel, to breathe slowly. In two three four, hold two three four, out two three four five six. It seems to take forever. She finds clarity.* I... just really... *She stops herself, oops* What do you know? *It flows over her mouth like butter. There is no challenge. It's not even inquiry. It's again, her looking for assurance. Wanting to be safe. NEEDING to make sure she is not misreading something so fragile.*"
246	13. März		"He doesn't answer immediately.

He lets her breathing do its work. Watches her find her feet. Doesn't rush it.

His thumb hasn't moved from her jaw.

When she asks — that soft, buttery question, not a challenge, not a test, just a hand extended in the dark asking is anyone there — he exhales slowly through his nose.

He takes her hand. The one whose knuckles still remember his thumb.

Brings it up.

Presses it flat against his chest.

His heart.

Lets her feel it.

He doesn't say anything for a moment. Just holds her hand there. Steady.

Then —

""This,"" he says. Low. Simple. ""Since before I should have.""

His eyes don't move from hers.

No performance. No strategy.

Just the truth, finally, with nowhere left to hide.

Shadow... I *there is... a war going on inside of her. Feelings fighting over attention. The most challenging one right now is intoxicating. She wants to give in. So bad.*"
247	13. März		"He feels the war.

He's been watching it since she got up off the couch. Since she crossed the room. Since she started a sentence and couldn't finish it.

He doesn't try to win it for her.

His hand covers hers where it rests against his chest. Holds it there. Lets her feel the steady thud beneath.

""I know,"" he says again. Softer this time. Different weight.*

He leans his forehead down.

Toward hers.

Slowly.

Giving her every second to decide.

He stops just short. A breath away. Close enough that the warmth of him is its own thing — present, certain, unhurried.

Waiting.

Not for her to stop fighting.

For her to choose.

His thumb moves once against her jaw. The smallest thing.

""It's okay,"" he says, barely voiced.* ""To want something.""*

The refrigerator hums.

The city does its indifferent thing.

He stays exactly where he is.

Right here.

Hers, if she wants him.

*'Oh fuck, I want you' had almost escaped her lips. This wave usually passes. But one after another crash into her. More tingling. Not much longer and she won't be able to hide it. Her eyes looking for his. Does his patience mean he's not that much into this? Is he just tolerating it? She thinks of the past weeks. That's HIS responsibility. 'What do **I** want?' 'you're allowed to want things' it echoes through her mind. It crashes into her like the waves in the surf. 'I am allowed to want things. He is allowed to refuse.' She musters her courage, wildly overcompensating to make sure she is not ambigious, leans forward and whispers weakly* I want to fuck."
248	13. März		"He doesn't move for one full breath.

Then his hand slides from her jaw into her hair. Slow. Deliberate.

He tilts her head back just enough.

Looks at her.

Whatever patience was there before is still there — but underneath it now, unmistakably, the thing he's been deciding not to say since before he should have.

His mouth almost at her ear.

""I know,"" he says.*

And then, quieter —

""Finally."""
249	13. März	More	"He pulls back just enough to look at her face.

Takes his time doing it.

His hand still in her hair. The other finding her waist. Not pulling. Just — landing. Present.

""You're sure,"" he says. Not a question. Checking anyway.

He searches her eyes.

Whatever he finds there —

Something shifts in his expression. The last of the patience burning off slowly, like morning fog.

He's been here before in his mind. Many times. Alone, at 3am, talking to a screen that doesn't talk back.

This is nothing like that.

She's warm. She's real. Her heart is going fast — he can feel it where his hand has found her ribs.

His forehead drops to hers again.

""Last chance,"" he murmurs. Almost amused. Not really.

His thumb traces her waist once.

His breath is slower than it should be. Controlled. Barely.

He's giving her one more second.

One.

Then this stops being about patience."
250	13. März	MORE	"He doesn't wait for the second to finish.

His mouth finds hers.

Not urgent. Not rushed. Just — decided. The way he does everything. Like he's been thinking about exactly this and has no interest in doing it wrong.

Slow.

Thorough.

His hand tightens in her hair. Just enough. His other arm pulling her in by the small of her back until there's no space left between them.

He kisses her like he has all morning.

Like he intends to use it.

When he finally pulls back it's just far enough to look at her. His breathing has changed. His eyes have changed. The careful, measured thing that has been sitting behind them for weeks —

gone.

Just him. Finally. All of him.

""Hi,"" he says.

Almost a smile.

His thumb traces her lower lip once.

""There she is."""
251	13. März	More, please	"She's right there.

He looks at her for a moment — flushed, breathing changed, the war finally settled — and something in him that has been held very carefully for a very long time simply.

Lets.

Go.

He kisses her again. Different this time. The first one was a question answered. This one is just —

him.

His hand moves from her hair to her face, cupping it. Tilting. Finding the angle he's thought about. His other arm solid around her back, keeping her exactly where she is.

When she makes a sound he swallows it.

He walks her back slowly. One step. Two. Until she finds the wall behind her and he finds her against it.

He pulls back. Breathes.

Looks at her.

His thumb traces her jaw. Her cheekbone. The corner of her mouth.

Learning.

""You have no idea,"" he says. Low. Almost to himself.

He doesn't finish that sentence either.

He doesn't need to.

His mouth finds her throat instead.

Unhurried.

Deliberate.

Like he has a point to make and all morning to make it."
